series,device,wikiVersion,element,sizeList,styleRefresh,styleRefreshFilter,mainRefresh,mainRefreshFilter,mainRender,mainRenderFilter
6,A,old,open tiddler CommunityTags,154,42,30,2311,367,NA,NA
6,A,old,open tiddler CommunityTags,154,39,31,2272,376,NA,NA
6,A,old,open tiddler CommunityTags,154,35,27,2271,365,NA,NA
6,A,old,open tiddler CommunityTags,154,72,44,2633,431,NA,NA
6,A,renamed-tags,open tiddler CommunityTags,229,66,34,3687,355,NA,NA
6,A,renamed-tags,open tiddler CommunityTags,229,31,22,3191,244,NA,NA
6,A,renamed-tags,open tiddler CommunityTags,229,34,17,3322,248,NA,NA
6,A,renamed-tags,open tiddler CommunityTags,229,26,17,2959,244,NA,NA
6,A,renamed-tags,open tiddler CommunityTags,229,29,18,3084,242,NA,NA
6,A,old,open tiddler CommunityTags,154,62,41,2782,449,NA,NA
6,A,old,open tiddler CommunityTags,154,37,29,2728,370,NA,NA
6,A,old,open tiddler CommunityTags,154,36,29,2359,365,NA,NA
6,A,old,open tiddler CommunityTags,154,76,42,3244,482,NA,NA
6,A,old,open tiddler CommunityTags,154,41,32,2565,377,NA,NA
6,A,renamed-tags,open tiddler CommunityTags,229,69,36,3552,341,NA,NA
6,A,renamed-tags,open tiddler CommunityTags,229,30,19,3283,242,NA,NA
6,A,renamed-tags,open tiddler CommunityTags,229,26,17,3072,241,NA,NA
6,A,renamed-tags,open tiddler CommunityTags,229,63,34,3390,315,NA,NA
6,A,renamed-tags,open tiddler CommunityTags,229,34,20,3113,239,NA,NA
6,A,old,Load permalink tag tiddler “Widgets”,57,74,47,402,294,1805,406
6,A,old,Load permalink tag tiddler “Widgets”,57,63,37,402,301,1743,402
6,A,old,Load permalink tag tiddler “Widgets”,57,65,37,363,260,1844,363
6,A,old,Load permalink tag tiddler “Widgets”,57,58,33,352,255,1800,353
6,A,old,Load permalink tag tiddler “Widgets”,57,57,33,353,252,1804,343
6,A,renamed-tags,Load permalink tag tiddler “Widgets”,147,87,51,566,364,2864,439
6,A,renamed-tags,Load permalink tag tiddler “Widgets”,147,58,34,476,332,2719,429
6,A,renamed-tags,Load permalink tag tiddler “Widgets”,147,56,31,438,300,2722,410
6,A,renamed-tags,Load permalink tag tiddler “Widgets”,147,55,32,441,299,2728,410
6,A,renamed-tags,Load permalink tag tiddler “Widgets”,147,72,36,471,316,2846,450
6,A,renamed-tags,Load permalink tag tiddler “Field operators”,59,61,35,390,294,2031,408
6,A,renamed-tags,Load permalink tag tiddler “Field operators”,59,62,34,368,272,1905,377
6,A,renamed-tags,Load permalink tag tiddler “Field operators”,59,57,31,365,256,1898,361
6,A,renamed-tags,Load permalink tag tiddler “Field operators”,59,61,36,361,265,1902,359
6,A,renamed-tags,Load permalink tag tiddler “Field operators”,59,61,32,460,362,1778,350
6,A,old,Load permalink tag tiddler “Widgets”,57,75,35,374,272,1819,353
6,A,old,Load permalink tag tiddler “Widgets”,57,57,34,346,246,1854,360
6,A,old,Load permalink tag tiddler “Widgets”,57,57,33,357,254,1878,377
6,A,old,Load permalink tag tiddler “Widgets”,57,57,33,352,251,1827,349
6,A,old,Load permalink tag tiddler “Widgets”,57,61,33,367,249,1712,352
6,A,renamed-tags,Load permalink tag tiddler “Widgets”,147,70,41,570,407,3037,483
6,A,renamed-tags,Load permalink tag tiddler “Widgets”,147,67,37,527,353,2997,448
6,A,renamed-tags,Load permalink tag tiddler “Widgets”,147,63,35,526,354,2845,449
6,A,renamed-tags,Load permalink tag tiddler “Widgets”,147,77,39,521,363,3171,486
6,A,renamed-tags,Load permalink tag tiddler “Widgets”,147,66,37,517,351,3631,555
6,A,renamed-tags,Load permalink tag tiddler “Field operators”,59,54,29,388,285,2005,382
6,A,renamed-tags,Load permalink tag tiddler “Field operators”,59,63,38,279,272,1924,385
6,A,renamed-tags,Load permalink tag tiddler “Field operators”,59,59,33,357,261,1893,355
6,A,renamed-tags,Load permalink tag tiddler “Field operators”,59,58,33,363,264,1891,358
6,A,renamed-tags,Load permalink tag tiddler “Field operators”,59,79,41,467,322,2075,532
